"","HumanSample","HumanCohort","SiteComparison","MeanBrayCurtis"
"1677","W0215-V403NS01","Farmer","Different Site",0.7739770408258
"1678","W0215-V403NS01","Farmer","Same Site",0.687166341496002
"1679","W0216-F001NS01","Farmer","Different Site",0.861547356776999
"1680","W0216-F001NS01","Farmer","Same Site",0.790763699874914
"1681","W0216-P001NS01","Farmer","Different Site",0.798570929522289
"1682","W0216-P001NS01","Farmer","Same Site",0.716427656775313
"1683","W0216-V103NS01","Farmer","Different Site",0.918591727075821
"1684","W0216-V103NS01","Farmer","Same Site",0.909516910247739
"1685","W0216-V202NS01","Farmer","Different Site",0.743046864644918
"1686","W0216-V202NS01","Farmer","Same Site",0.715230168686027
"1687","W0216-V203NS01","Farmer","Different Site",0.928930574937257
"1688","W0216-V203NS01","Farmer","Same Site",0.918721454453919
"1689","W0216-V301NS01","Farmer","Different Site",0.845415329142838
"1690","W0216-V301NS01","Farmer","Same Site",0.769555724920671
"1691","W0216-V302NS01","Farmer","Different Site",0.793668786074884
"1692","W0216-V302NS01","Farmer","Same Site",0.718568262833665
"1693","W0216-V303NS01","Farmer","Different Site",0.855815481162199
"1694","W0216-V303NS01","Farmer","Same Site",0.836057061534051
"1695","W0216-V402NS01","Farmer","Different Site",0.835108615795615
"1696","W0216-V402NS01","Farmer","Same Site",0.814345418990539
"1697","W0216-V403NS01","Farmer","Different Site",0.939521984597001
"1698","W0216-V403NS01","Farmer","Same Site",0.93185683336795
"1699","W0219-S001NS01","Farmer","Different Site",0.999444662585828
"1700","W0219-S001NS01","Farmer","Same Site",0.999965828725688
"1701","W0219-V103NS01","Farmer","Different Site",0.799689092829166
"1702","W0219-V103NS01","Farmer","Same Site",0.789465346129142
"1703","W0219-V202NS01","Farmer","Different Site",0.74398650475687
"1704","W0219-V202NS01","Farmer","Same Site",0.777766023542424
"1705","W0219-V203NS01","Farmer","Different Site",0.777536474387933
"1706","W0219-V203NS01","Farmer","Same Site",0.811408762483355
"1707","W0219-V302NS01","Farmer","Different Site",0.834926207013893
"1708","W0219-V302NS01","Farmer","Same Site",0.848034614240893
"1709","W0219-V303NS01","Farmer","Different Site",0.758352603701496
"1710","W0219-V303NS01","Farmer","Same Site",0.779122313818746
"1711","W0219-V402NS01","Farmer","Different Site",0.912869259338026
"1712","W0219-V402NS01","Farmer","Same Site",0.910485657472873
"1713","W0219-V403NS01","Farmer","Different Site",0.791098079879075
"1714","W0219-V403NS01","Farmer","Same Site",0.811133566569548
"1715","W0221-V101NS01","Farmer","Different Site",0.903450860134333
"1716","W0221-V101NS01","Farmer","Same Site",0.891760169313461
"1717","W0221-V102NS01","Farmer","Different Site",0.820008183040071
"1718","W0221-V102NS01","Farmer","Same Site",0.811048580911887
"1719","W0221-V103NS01","Farmer","Different Site",0.914286582816808
"1720","W0221-V103NS01","Farmer","Same Site",0.895019565379313
"1721","W0221-V202NS01","Farmer","Different Site",0.920595183921
"1722","W0221-V202NS01","Farmer","Same Site",0.8999736267738
"1723","W0221-V203NS01","Farmer","Different Site",0.922076541386397
"1724","W0221-V203NS01","Farmer","Same Site",0.901549637002374
"1725","W0221-V302NS01","Farmer","Different Site",0.933468332217123
"1726","W0221-V302NS01","Farmer","Same Site",0.914803733593196
"1727","W0221-V401NS01","Farmer","Different Site",0.768677578051648
"1728","W0221-V401NS01","Farmer","Same Site",0.693835053544754
"1729","W0221-V402NS01","Farmer","Different Site",0.929806529137768
"1730","W0221-V402NS01","Farmer","Same Site",0.910878531274866
"1731","W0222-V101NS01","Farmer","Different Site",0.806251786072672
"1732","W0222-V101NS01","Farmer","Same Site",0.799402276779551
"1733","W0222-V102NS01","Farmer","Different Site",0.880502283248492
"1734","W0222-V102NS01","Farmer","Same Site",0.899239167496794
"1735","W0222-V103NS01","Farmer","Different Site",0.869671737812823
"1736","W0222-V103NS01","Farmer","Same Site",0.879880741958394
"1737","W0222-V201NS01","Farmer","Different Site",0.821570966518239
"1738","W0222-V201NS01","Farmer","Same Site",0.8088416996727
"1739","W0222-V202NS01","Farmer","Different Site",0.806527720960242
"1740","W0222-V202NS01","Farmer","Same Site",0.812839032591728
"1741","W0222-V203NS01","Farmer","Different Site",0.859576865026612
"1742","W0222-V203NS01","Farmer","Same Site",0.868415399596468
"1743","W0222-V302NS01","Farmer","Different Site",0.829039942465426
"1744","W0222-V302NS01","Farmer","Same Site",0.837406506194482
"1745","W0222-V303NS01","Farmer","Different Site",0.808361016547957
"1746","W0222-V303NS01","Farmer","Same Site",0.816014162543836
"1747","W0222-V402NS01","Farmer","Different Site",0.892209658072152
"1748","W0222-V402NS01","Farmer","Same Site",0.920066615127524
"1749","W0223-S001NS01","Farmer","Different Site",0.847146128488899
"1750","W0223-S001NS01","Farmer","Same Site",0.789512481874562
"1751","W0223-V103NS01","Farmer","Different Site",0.764974654344867
"1752","W0223-V103NS01","Farmer","Same Site",0.673342955686793
"1753","W0223-V201NS01","Farmer","Different Site",0.818527615793451
"1754","W0223-V201NS01","Farmer","Same Site",0.791930148266709
"1755","W0223-V202NS01","Farmer","Different Site",0.835357871746979
"1756","W0223-V202NS01","Farmer","Same Site",0.717532376027403
"1757","W0223-V203NS01","Farmer","Different Site",0.820987259760213
"1758","W0223-V203NS01","Farmer","Same Site",0.776550987233364
"1759","W0223-V301NS01","Farmer","Different Site",0.810469068558586
"1760","W0223-V301NS01","Farmer","Same Site",0.761815383808296
"1761","W0223-V302NS01","Farmer","Different Site",0.887745945404136
"1762","W0223-V302NS01","Farmer","Same Site",0.887923311227372
"1763","W0223-V402NS01","Farmer","Different Site",0.859495528697887
"1764","W0223-V402NS01","Farmer","Same Site",0.800659972432318
"1765","W0224-V303NS01","Farmer","Different Site",0.857200964682177
"1766","W0224-V303NS01","Farmer","Same Site",0.896867125421685
"1767","W0224-V403NS01","Farmer","Different Site",0.747738512136603
"1768","W0224-V403NS01","Farmer","Same Site",0.731025630494695
"1769","W0226-S001NS01","Farmer","Different Site",0.746165980166202
"1770","W0226-S001NS01","Farmer","Same Site",0.740961515294961
"1771","W0226-V103NS01","Farmer","Different Site",0.722024775808591
"1772","W0226-V103NS01","Farmer","Same Site",0.761280124589409
"1773","W0226-V201NS01","Farmer","Different Site",0.733291736483331
"1774","W0226-V201NS01","Farmer","Same Site",0.744721488204851
"1775","W0226-V202NS01","Farmer","Different Site",0.76040892803394
"1776","W0226-V202NS01","Farmer","Same Site",0.798507022692605
"1777","W0226-V203NS01","Farmer","Different Site",0.760492040138237
"1778","W0226-V203NS01","Farmer","Same Site",0.778979030007967
"1779","W0226-V301NS01","Farmer","Different Site",0.774565525262614
"1780","W0226-V301NS01","Farmer","Same Site",0.762809371047433
"1781","W0226-V302NS01","Farmer","Different Site",0.704458964502637
"1782","W0226-V302NS01","Farmer","Same Site",0.71205524242086
"1783","W0226-V402NS01","Farmer","Different Site",0.787421007965581
"1784","W0226-V402NS01","Farmer","Same Site",0.83395304249246
"1785","W0228-S001NS01","Farmer","Different Site",0.798705429547365
"1786","W0228-S001NS01","Farmer","Same Site",0.753953222766389
"1787","W0228-V201NS01","Farmer","Different Site",0.851415658679625
"1788","W0228-V201NS01","Farmer","Same Site",0.842219826924004
"1789","W0228-V301NS01","Farmer","Different Site",0.719456920592993
"1790","W0228-V301NS01","Farmer","Same Site",0.623804320650044
"1791","W0229-S001NS01","Farmer","Different Site",0.866736255645067
"1792","W0229-S001NS01","Farmer","Same Site",0.855070186040454
"1793","W0229-V201NS01","Farmer","Different Site",0.731395064821204
"1794","W0229-V201NS01","Farmer","Same Site",0.66169090188377
"1795","W0229-V202NS01","Farmer","Different Site",0.745563249655511
"1796","W0229-V202NS01","Farmer","Same Site",0.672904652081648
"1797","W0229-V203NS01","Farmer","Different Site",0.818146540103147
"1798","W0229-V203NS01","Farmer","Same Site",0.774035708119745
"1799","W0229-V301NS01","Farmer","Different Site",0.734442194742499
"1800","W0229-V301NS01","Farmer","Same Site",0.632569476514383
"1801","W0229-V302NS01","Farmer","Different Site",0.874386414434169
"1802","W0229-V302NS01","Farmer","Same Site",0.848036628833828
"1803","W0229-V303NS01","Farmer","Different Site",0.791707597455507
"1804","W0229-V303NS01","Farmer","Same Site",0.732394911921252
"1805","W0229-V402NS01","Farmer","Different Site",0.900842596089253
"1806","W0229-V402NS01","Farmer","Same Site",0.876642108548457
"1807","W0233-V101NS01","Farmer","Different Site",0.907543704924162
"1808","W0233-V101NS01","Farmer","Same Site",0.942401284716653
"1809","W0233-V102NS01","Farmer","Different Site",0.853825095688811
"1810","W0233-V102NS01","Farmer","Same Site",0.79474596441603
"1811","W0233-V103NS01","Farmer","Different Site",0.768057209404165
"1812","W0233-V103NS01","Farmer","Same Site",0.756980163458222
"1813","W0233-V201NS01","Farmer","Different Site",0.792707310714784
"1814","W0233-V201NS01","Farmer","Same Site",0.851892938818283
"1815","W0233-V202NS01","Farmer","Different Site",0.807426542140687
"1816","W0233-V202NS01","Farmer","Same Site",0.802683662432293
"1817","W0233-V203NS01","Farmer","Different Site",0.852413206248234
"1818","W0233-V203NS01","Farmer","Same Site",0.857646830232988
"1819","W0233-V302NS01","Farmer","Different Site",0.742684425987954
"1820","W0233-V302NS01","Farmer","Same Site",0.735893559275148
"1821","W0233-V402NS01","Farmer","Different Site",0.821587350313005
"1822","W0233-V402NS01","Farmer","Same Site",0.919656560662739
"1823","W0234-V101NS01","Farmer","Different Site",0.862351817440792
"1824","W0234-V101NS01","Farmer","Same Site",0.873568311733962
"1825","W0234-V102NS01","Farmer","Different Site",0.923902978230534
"1826","W0234-V102NS01","Farmer","Same Site",0.946510207121163
"1827","W0234-V103NS01","Farmer","Different Site",0.935683059988781
"1828","W0234-V103NS01","Farmer","Same Site",0.955711496882974
"1829","W0234-V201NS01","Farmer","Different Site",0.880320052945346
"1830","W0234-V201NS01","Farmer","Same Site",0.891444122211042
"1831","W0234-V202NS01","Farmer","Different Site",0.928546493315074
"1832","W0234-V202NS01","Farmer","Same Site",0.948070883422388
"1833","W0234-V203NS01","Farmer","Different Site",0.913128539109652
"1834","W0234-V203NS01","Farmer","Same Site",0.930245229156607
"1835","W0234-V302NS01","Farmer","Different Site",0.942191209422159
"1836","W0234-V302NS01","Farmer","Same Site",0.962145357483586
"1837","W0234-V402NS01","Farmer","Different Site",0.939664878346131
"1838","W0234-V402NS01","Farmer","Same Site",0.958674281223941
"1839","W0236-V101NS01","Farmer","Different Site",0.867676625655401
"1840","W0236-V101NS01","Farmer","Same Site",0.840412326656914
"1841","W0236-V102NS01","Farmer","Different Site",0.822211671080999
"1842","W0236-V102NS01","Farmer","Same Site",0.816893249680606
"1843","W0236-V103NS01","Farmer","Different Site",0.944645088985384
"1844","W0236-V103NS01","Farmer","Same Site",0.877525930170782
"1845","W0236-V201NS01","Farmer","Different Site",0.861433200351393
"1846","W0236-V201NS01","Farmer","Same Site",0.835690392665177
"1847","W0236-V202NS01","Farmer","Different Site",0.940692248886856
"1848","W0236-V202NS01","Farmer","Same Site",0.873267446035322
"1849","W0236-V203NS01","Farmer","Different Site",0.943897069835394
"1850","W0236-V203NS01","Farmer","Same Site",0.892870236863257
"1851","W0236-V302NS01","Farmer","Different Site",0.923235731073318
"1852","W0236-V302NS01","Farmer","Same Site",0.853574482145617
"1853","W0236-V402NS01","Farmer","Different Site",0.925779032073272
"1854","W0236-V402NS01","Farmer","Same Site",0.859316253404913
"1855","W0239-V101NS01","Farmer","Different Site",0.814566853358531
"1856","W0239-V101NS01","Farmer","Same Site",0.625274420266883
"1857","W0241-V101NS01","Farmer","Different Site",0.861376816869841
"1858","W0241-V101NS01","Farmer","Same Site",0.87713002079757
"1859","W0241-V102NS01","Farmer","Different Site",0.907778711205014
"1860","W0241-V102NS01","Farmer","Same Site",0.918418274644591
"1861","W0241-V103NS01","Farmer","Different Site",0.787501432169386
"1862","W0241-V103NS01","Farmer","Same Site",0.718009850973906
"1863","W0241-V202NS01","Farmer","Different Site",0.808339108646525
"1864","W0241-V202NS01","Farmer","Same Site",0.776199217354713
"1865","W0241-V302NS01","Farmer","Different Site",0.90266588571338
"1866","W0241-V302NS01","Farmer","Same Site",0.931556680290389
"1867","W0241-V401NS01","Farmer","Different Site",0.897327283145378
"1868","W0241-V401NS01","Farmer","Same Site",0.905590667643412
"1869","W0241-V402NS01","Farmer","Different Site",0.73155416905845
"1870","W0241-V402NS01","Farmer","Same Site",0.685386769642063
"1871","W0242-V101NS01","Farmer","Different Site",0.897522933246747
"1872","W0242-V101NS01","Farmer","Same Site",0.854167577782874
"1873","W0242-V102NS01","Farmer","Different Site",0.955250041483883
"1874","W0242-V102NS01","Farmer","Same Site",0.95675526481084
"1875","W0242-V103NS01","Farmer","Different Site",0.999311326710841
"1876","W0242-V103NS01","Farmer","Same Site",0.999231111259156
"1877","W0242-V202NS01","Farmer","Different Site",0.953778866758256
"1878","W0242-V202NS01","Farmer","Same Site",0.951018023992726
"1879","W0242-V203NS01","Farmer","Different Site",0.859514627948549
"1880","W0242-V203NS01","Farmer","Same Site",0.796786686240365
"1881","W0242-V302NS01","Farmer","Different Site",0.908434683606958
"1882","W0242-V302NS01","Farmer","Same Site",0.862931288455966
"1883","W0242-V401NS01","Farmer","Different Site",0.881652016029128
"1884","W0242-V401NS01","Farmer","Same Site",0.827945659318274
"1885","W0242-V402NS01","Farmer","Different Site",0.8962170575103
"1886","W0242-V402NS01","Farmer","Same Site",0.847302448459736
"1887","W0301-P001NS01","Farmer","Different Site",0.907461270914812
"1888","W0301-P001NS01","Farmer","Same Site",0.969429604240015
"1889","W0302-P001NS01","Farmer","Different Site",0.851779929233451
"1890","W0302-P001NS01","Farmer","Same Site",0.94822636313054
"1891","W0302-S001NS01","Farmer","Different Site",0.884061709006841
"1892","W0302-S001NS01","Farmer","Same Site",0.956907854043319
"1893","W0302-V102NS01","Farmer","Different Site",0.985021035002432
"1894","W0302-V102NS01","Farmer","Same Site",0.982989258964114
"1895","W0302-V103NS01","Farmer","Different Site",0.784408824164876
"1896","W0302-V103NS01","Farmer","Same Site",0.815299476217783
"1897","W0302-V104NS01","Farmer","Different Site",0.970955294131632
"1898","W0302-V104NS01","Farmer","Same Site",0.984007034809185
"1899","W0302-V203NS01","Farmer","Different Site",0.79463685351985
"1900","W0302-V203NS01","Farmer","Same Site",0.841889717053747
"1901","W0302-V204NS01","Farmer","Different Site",0.84860577794219
"1902","W0302-V204NS01","Farmer","Same Site",0.876039751102735
"1903","W0302-V303NS01","Farmer","Different Site",0.816439621908358
"1904","W0302-V303NS01","Farmer","Same Site",0.919649957390979
"1905","W0302-V401NS01","Farmer","Different Site",0.776210387955128
"1906","W0302-V401NS01","Farmer","Same Site",0.848511772928506
"1907","W0302-V402NS01","Farmer","Different Site",0.899092034536696
"1908","W0302-V402NS01","Farmer","Same Site",0.928807751151001
"1909","W0302-V403NS01","Farmer","Different Site",0.797365501759246
"1910","W0302-V403NS01","Farmer","Same Site",0.889543086425152
"1911","W0302-W001NS01","Farmer","Different Site",0.940575704211942
"1912","W0302-W001NS01","Farmer","Same Site",0.949429370229042
"1913","W0326-S001NS01","Farmer","Different Site",0.852305840609772
"1914","W0326-S001NS01","Farmer","Same Site",0.863737015329593
"1915","W0326-V103NS01","Farmer","Different Site",0.887815342292926
"1916","W0326-V103NS01","Farmer","Same Site",0.915803773315005
"1917","W0326-V201NS01","Farmer","Different Site",0.932476214739601
"1918","W0326-V201NS01","Farmer","Same Site",0.93039508170713
"1919","W0326-V202NS01","Farmer","Different Site",0.731917955039267
"1920","W0326-V202NS01","Farmer","Same Site",0.769666164237013
"1921","W0326-V203NS01","Farmer","Different Site",0.780159088750018
"1922","W0326-V203NS01","Farmer","Same Site",0.787271366190661
"1923","W0326-V301NS01","Farmer","Different Site",0.972719381141193
"1924","W0326-V301NS01","Farmer","Same Site",0.973780709254602
"1925","W0326-V302NS01","Farmer","Different Site",0.754984727665562
"1926","W0326-V302NS01","Farmer","Same Site",0.78215869174524
"1927","W0326-V303NS01","Farmer","Different Site",0.725543543758763
"1928","W0326-V303NS01","Farmer","Same Site",0.759898597483051
"1929","W0326-V402NS01","Farmer","Different Site",0.732608467033394
"1930","W0326-V402NS01","Farmer","Same Site",0.750229490016699
"1931","W0326-V403NS01","Farmer","Different Site",0.854752116199544
"1932","W0326-V403NS01","Farmer","Same Site",0.897306647021845
"1933","W0334-V101NS01","Farmer","Different Site",0.840758218081996
"1934","W0334-V101NS01","Farmer","Same Site",0.855329221981972
"1935","W0334-V102NS01","Farmer","Different Site",0.856182684245973
"1936","W0334-V102NS01","Farmer","Same Site",0.888993131836655
"1937","W0334-V103NS01","Farmer","Different Site",0.907522972812729
"1938","W0334-V103NS01","Farmer","Same Site",0.934992410887633
"1939","W0334-V201NS01","Farmer","Different Site",0.8207698642985
"1940","W0334-V201NS01","Farmer","Same Site",0.8290614966081
"1941","W0334-V202NS01","Farmer","Different Site",0.870458276340793
"1942","W0334-V202NS01","Farmer","Same Site",0.899684440753061
"1943","W0334-V203NS01","Farmer","Different Site",0.888988823499435
"1944","W0334-V203NS01","Farmer","Same Site",0.926459746987014
"1945","W0334-V302NS01","Farmer","Different Site",0.869389997448226
"1946","W0334-V302NS01","Farmer","Same Site",0.912937095425234
"1947","W0334-V303NS01","Farmer","Different Site",0.911675376970229
"1948","W0334-V303NS01","Farmer","Same Site",0.941110745522032
"1949","W0334-V402NS01","Farmer","Different Site",0.909743019958211
"1950","W0334-V402NS01","Farmer","Same Site",0.936321607462084
"1951","W0336-V101NS01","Farmer","Different Site",0.872594764937429
"1952","W0336-V101NS01","Farmer","Same Site",0.830778137015521
"1953","W0336-V102NS01","Farmer","Different Site",0.866099427858768
"1954","W0336-V102NS01","Farmer","Same Site",0.825944931482793
"1955","W0336-V103NS01","Farmer","Different Site",0.93320927546702
"1956","W0336-V103NS01","Farmer","Same Site",0.866813300632899
"1957","W0336-V201NS01","Farmer","Different Site",0.910885621315199
"1958","W0336-V201NS01","Farmer","Same Site",0.850298353894261
"1959","W0336-V202NS01","Farmer","Different Site",0.875916418674327
"1960","W0336-V202NS01","Farmer","Same Site",0.806194534035041
"1961","W0336-V203NS01","Farmer","Different Site",0.894542732896001
"1962","W0336-V203NS01","Farmer","Same Site",0.824769976707053
"1963","W0336-V302NS01","Farmer","Different Site",0.894284254537796
"1964","W0336-V302NS01","Farmer","Same Site",0.82483597138669
"1965","W0336-V303NS01","Farmer","Different Site",0.898443536429143
"1966","W0336-V303NS01","Farmer","Same Site",0.837293522703865
"1967","W0336-V402NS01","Farmer","Different Site",0.875118517936897
"1968","W0336-V402NS01","Farmer","Same Site",0.818582229179171
"1969","W0339-V101NS01","Farmer","Different Site",0.784275113288287
"1970","W0339-V101NS01","Farmer","Same Site",0.673565310871014
"1971","W0402-P001NS01","Farmer","Different Site",0.935441258019649
"1972","W0402-P001NS01","Farmer","Same Site",0.939187080587668
"1973","W0402-S001NS01","Farmer","Different Site",0.934507668935481
"1974","W0402-S001NS01","Farmer","Same Site",0.939879992918784
"1975","W0402-V102NS01","Farmer","Different Site",0.919506161806512
"1976","W0402-V102NS01","Farmer","Same Site",0.931793278090626
"1977","W0402-V401NS01","Farmer","Different Site",0.887213084798629
"1978","W0402-V401NS01","Farmer","Same Site",0.925365614459237
"1979","W0402-W001NS01","Farmer","Different Site",0.920636975640082
"1980","W0402-W001NS01","Farmer","Same Site",0.937849293301639
"1981","W0436-V101NS01","Farmer","Different Site",0.774865328649324
"1982","W0436-V101NS01","Farmer","Same Site",0.756655487682312
"1983","W0436-V102NS01","Farmer","Different Site",0.866462815641933
"1984","W0436-V102NS01","Farmer","Same Site",0.856349609892127
"1985","W0436-V103NS01","Farmer","Different Site",0.871083927326403
"1986","W0436-V103NS01","Farmer","Same Site",0.837362583482174
"1987","W0436-V201NS01","Farmer","Different Site",0.84969338693782
"1988","W0436-V201NS01","Farmer","Same Site",0.88286721193309
"1989","W0436-V202NS01","Farmer","Different Site",0.855959283582216
"1990","W0436-V202NS01","Farmer","Same Site",0.796668649441046
"1991","W0436-V203NS01","Farmer","Different Site",0.905375439362818
"1992","W0436-V203NS01","Farmer","Same Site",0.865415662418842
"1993","W0436-V302NS01","Farmer","Different Site",0.902256467816755
"1994","W0436-V302NS01","Farmer","Same Site",0.865677717257356
"1995","W0436-V303NS01","Farmer","Different Site",0.9002803197205
"1996","W0436-V303NS01","Farmer","Same Site",0.844637073307516
"1997","W0436-V402NS01","Farmer","Different Site",0.819135138846715
"1998","W0436-V402NS01","Farmer","Same Site",0.794135383247228
"1999","W0502-V101NS01","Farmer","Different Site",0.854730319133002
"2000","W0502-V101NS01","Farmer","Same Site",0.868616228269475
"2001","W0502-V102NS01","Farmer","Different Site",0.888087189686036
"2002","W0502-V102NS01","Farmer","Same Site",0.895725209621312
"2003","W0502-V103NS01","Farmer","Different Site",0.937876921147419
"2004","W0502-V103NS01","Farmer","Same Site",0.938994650548023
"2005","W0502-V202NS01","Farmer","Different Site",0.88640122942334
"2006","W0502-V202NS01","Farmer","Same Site",0.922301431114428
"2007","W0502-V203NS01","Farmer","Different Site",0.932441423917639
"2008","W0502-V203NS01","Farmer","Same Site",0.939291316053403
"2009","W0502-V302NS01","Farmer","Different Site",0.934711873456974
"2010","W0502-V302NS01","Farmer","Same Site",0.939876993426407
"2011","W0502-V401NS01","Farmer","Different Site",0.929976564048104
"2012","W0502-V401NS01","Farmer","Same Site",0.936001044114891
"2013","W0502-V402NS01","Farmer","Different Site",0.836723971125765
"2014","W0502-V402NS01","Farmer","Same Site",0.878019533842881
"2015","W0536-V101NS01","Farmer","Different Site",0.766930322377935
"2016","W0536-V101NS01","Farmer","Same Site",0.764888918765287
"2017","W0536-V102NS01","Farmer","Different Site",0.933311414101817
"2018","W0536-V102NS01","Farmer","Same Site",0.866477913442118
"2019","W0536-V103NS01","Farmer","Different Site",0.83962900549511
"2020","W0536-V103NS01","Farmer","Same Site",0.776126548500055
"2021","W0536-V201NS01","Farmer","Different Site",0.813969926494039
"2022","W0536-V201NS01","Farmer","Same Site",0.810138717433927
"2023","W0536-V203NS01","Farmer","Different Site",0.747724275703722
"2024","W0536-V203NS01","Farmer","Same Site",0.678994518799825
"2025","W0536-V302NS01","Farmer","Different Site",0.856842344311423
"2026","W0536-V302NS01","Farmer","Same Site",0.835106101286116
"2027","W0536-V303NS01","Farmer","Different Site",0.813868561952966
"2028","W0536-V303NS01","Farmer","Same Site",0.758380017622656
"2029","W0536-V402NS01","Farmer","Different Site",0.767821848731096
"2030","W0536-V402NS01","Farmer","Same Site",0.709496959579919
"2031","W0636-V101NS01","Farmer","Different Site",0.780961997697805
"2032","W0636-V101NS01","Farmer","Same Site",0.712697655676776
"2033","W0636-V102NS01","Farmer","Different Site",0.928304213129644
"2034","W0636-V102NS01","Farmer","Same Site",0.854615004172018
"2035","W0636-V201NS01","Farmer","Different Site",0.832771728415668
"2036","W0636-V201NS01","Farmer","Same Site",0.746917739606677
"2037","W0636-V202NS01","Farmer","Different Site",0.781588957317267
"2038","W0636-V202NS01","Farmer","Same Site",0.671389849538992
"2039","W0636-V302NS01","Farmer","Different Site",0.892132124091413
"2040","W0636-V302NS01","Farmer","Same Site",0.81794057228759
"2041","W0736-V101NS01","Farmer","Different Site",0.872765967481905
"2042","W0736-V101NS01","Farmer","Same Site",0.87184087298958
