"Sample.ID","Subject","Site","Month","Collection.Date","Sample.Type","Season","Year","Cohort","Richness"
"C0521-V203NS01","Cow 05","Farm 21","Oct","2021-10-19","NASAL SWAB","Autumn","Year 3","Cow",79
"C0521-V303NS01","Cow 05","Farm 21","Jan","2022-01-18","NASAL SWAB","Winter","Year 3","Cow",85
"C0522-V103NS01","Cow 05","Farm 22","Jul","2021-07-27","NASAL SWAB","Summer","Year 3","Cow",172
"C0522-V203NS01","Cow 05","Farm 22","Oct","2021-10-19","NASAL SWAB","Autumn","Year 3","Cow",98
"C0522-V303NS01","Cow 05","Farm 22","Jan","2022-01-18","NASAL SWAB","Winter","Year 3","Cow",98
"C0522-V403NS01","Cow 05","Farm 22","Apr","2022-04-19","NASAL SWAB","Spring","Year 4","Cow",95
"C0523-V103NS01","Cow 05","Farm 23","Jul","2021-07-15","NASAL SWAB","Summer","Year 3","Cow",64
"C0525-V103NS01","Cow 05","Farm 25","Jul","2021-07-23","NASAL SWAB","Summer","Year 3","Cow",76
"C0525-V203NS01","Cow 05","Farm 25","Oct","2021-10-18","NASAL SWAB","Autumn","Year 3","Cow",127
"C0525-V303NS01","Cow 05","Farm 25","Jan","2022-01-14","NASAL SWAB","Winter","Year 3","Cow",128
"C0525-V403NS01","Cow 05","Farm 25","Apr","2022-04-18","NASAL SWAB","Spring","Year 4","Cow",175
"C0526-V103NS01","Cow 05","Farm 26","Jul","2021-07-26","NASAL SWAB","Summer","Year 3","Cow",114
"C0526-V203NS01","Cow 05","Farm 26","Oct","2021-10-14","NASAL SWAB","Autumn","Year 3","Cow",107
"C0526-V303NS01","Cow 05","Farm 26","Jan","2022-01-14","NASAL SWAB","Winter","Year 3","Cow",91
"C0526-V403NS01","Cow 05","Farm 26","Apr","2022-04-19","NASAL SWAB","Spring","Year 4","Cow",176
"C0527-V203NS01","Cow 05","Farm 27","Oct","2021-10-26","NASAL SWAB","Autumn","Year 3","Cow",108
"C0527-V303NS01","Cow 05","Farm 27","Jan","2022-01-24","NASAL SWAB","Winter","Year 3","Cow",129
"C0529-V303NS01","Cow 05","Farm 29","Jan","2022-01-14","NASAL SWAB","Winter","Year 3","Cow",147
"C0535-V103NS01","Cow 05","Farm 35","Jan","2022-01-25","NASAL SWAB","Winter","Year 3","Cow",92
"C0541-V103NS01","Cow 05","Farm 41","Jan","2022-01-24","NASAL SWAB","Winter","Year 3","Cow",167
"C0542-V203NS01","Cow 05","Farm 42","Apr","2022-04-26","NASAL SWAB","Spring","Year 4","Cow",202
"C0543-V103NS01","Cow 05","Farm 43","Jan","2022-01-11","NASAL SWAB","Winter","Year 3","Cow",59
"C0543-V203NS01","Cow 05","Farm 43","Apr","2022-04-13","NASAL SWAB","Spring","Year 4","Cow",109
"C0606-V103NS01","Cow 06","Farm 06","Apr","2021-04-27","NASAL SWAB","Spring","Year 3","Cow",93
"C0606-V203NS01","Cow 06","Farm 06","Jul","2021-07-20","NASAL SWAB","Summer","Year 3","Cow",175
"C0607-V103NS01","Cow 06","Farm 07","Apr","2021-04-27","NASAL SWAB","Spring","Year 3","Cow",101
"C0607-V203NS01","Cow 06","Farm 07","Jul","2021-07-20","NASAL SWAB","Summer","Year 3","Cow",113
"C0614-V103NS01","Cow 06","Farm 14","May","2021-05-02","NASAL SWAB","Spring","Year 3","Cow",54
"C0614-V203NS01","Cow 06","Farm 14","Jul","2021-07-27","NASAL SWAB","Summer","Year 3","Cow",431
"C0620-V103NS01","Cow 06","Farm 20","Jul","2021-07-29","NASAL SWAB","Summer","Year 3","Cow",85
"C0621-V403NS01","Cow 06","Farm 21","Apr","2022-04-26","NASAL SWAB","Spring","Year 4","Cow",98
"C0622-V103NS01","Cow 06","Farm 22","Jul","2021-07-27","NASAL SWAB","Summer","Year 3","Cow",73
"C0622-V203NS01","Cow 06","Farm 22","Oct","2021-10-19","NASAL SWAB","Autumn","Year 3","Cow",70
"C0622-V303NS01","Cow 06","Farm 22","Jan","2022-01-18","NASAL SWAB","Winter","Year 3","Cow",41
"C0622-V403NS01","Cow 06","Farm 22","Apr","2022-04-19","NASAL SWAB","Spring","Year 4","Cow",171
"C0623-V103NS01","Cow 06","Farm 23","Jul","2021-07-15","NASAL SWAB","Summer","Year 3","Cow",68
"C0625-V103NS01","Cow 06","Farm 25","Jul","2021-07-23","NASAL SWAB","Summer","Year 3","Cow",103
"C0625-V203NS01","Cow 06","Farm 25","Oct","2021-10-18","NASAL SWAB","Autumn","Year 3","Cow",162
"C0625-V303NS01","Cow 06","Farm 25","Jan","2022-01-14","NASAL SWAB","Winter","Year 3","Cow",125
"C0625-V403NS01","Cow 06","Farm 25","Apr","2022-04-15","NASAL SWAB","Spring","Year 4","Cow",142
"C0626-V103NS01","Cow 06","Farm 26","Jul","2021-07-25","NASAL SWAB","Summer","Year 3","Cow",67
"C0626-V203NS01","Cow 06","Farm 26","Oct","2021-10-14","NASAL SWAB","Autumn","Year 3","Cow",31
"C0626-V303NS01","Cow 06","Farm 26","Jan","2022-01-14","NASAL SWAB","Winter","Year 3","Cow",66
"C0626-V403NS01","Cow 06","Farm 26","Apr","2022-04-19","NASAL SWAB","Spring","Year 4","Cow",165
"C0627-V203NS01","Cow 06","Farm 27","Oct","2021-10-26","NASAL SWAB","Autumn","Year 3","Cow",160
"C0627-V303NS01","Cow 06","Farm 27","Jan","2022-01-24","NASAL SWAB","Winter","Year 3","Cow",36
"C0627-V403NS01","Cow 06","Farm 27","Apr","2022-04-25","NASAL SWAB","Spring","Year 4","Cow",150
"C0628-V103NS01","Cow 06","Farm 28","Aug","2021-08-02","NASAL SWAB","Summer","Year 3","Cow",178
"C0628-V203NS01","Cow 06","Farm 28","Oct","2021-10-25","NASAL SWAB","Autumn","Year 3","Cow",117
"C0628-V303NS01","Cow 06","Farm 28","Jan","2022-01-24","NASAL SWAB","Winter","Year 3","Cow",8
"C0628-V403NS01","Cow 06","Farm 28","Apr","2022-04-26","NASAL SWAB","Spring","Year 4","Cow",117
"C0634-V203NS01","Cow 06","Farm 34","Jan","2022-01-10","NASAL SWAB","Winter","Year 3","Cow",26
"C0634-V303NS01","Cow 06","Farm 34","Apr","2022-04-11","NASAL SWAB","Spring","Year 4","Cow",83
"C0635-V103NS01","Cow 06","Farm 35","Jan","2022-01-25","NASAL SWAB","Winter","Year 3","Cow",166
"C0635-V203NS01","Cow 06","Farm 35","Apr","2022-04-26","NASAL SWAB","Spring","Year 4","Cow",69
"C0641-V103NS01","Cow 06","Farm 41","Jan","2022-01-25","NASAL SWAB","Winter","Year 3","Cow",150
"C0643-V203NS01","Cow 06","Farm 43","Apr","2022-04-13","NASAL SWAB","Spring","Year 4","Cow",78
"C0705-V103NS01","Cow 07","Farm 05","Feb","2021-02-14","NASAL SWAB","Winter","Year 2","Cow",58
"C0705-V203NS01","Cow 07","Farm 05","Apr","2021-04-25","NASAL SWAB","Spring","Year 3","Cow",49
"C0705-V303NS01","Cow 07","Farm 05","Jul","2021-07-20","NASAL SWAB","Summer","Year 3","Cow",109
"C0706-V303NS01","Cow 07","Farm 06","Oct","2021-10-12","NASAL SWAB","Autumn","Year 3","Cow",204
"C0710-V303NS01","Cow 07","Farm 10","Nov","2021-11-01","NASAL SWAB","Autumn","Year 3","Cow",268
"C0710-V403NS01","Cow 07","Farm 10","Jan","2022-01-29","NASAL SWAB","Winter","Year 3","Cow",84
"C0711-V103NS01","Cow 07","Farm 11","May","2021-05-26","NASAL SWAB","Spring","Year 3","Cow",80
"C0714-V103NS01","Cow 07","Farm 14","May","2021-05-02","NASAL SWAB","Spring","Year 3","Cow",140
"C0714-V203NS01","Cow 07","Farm 14","Jul","2021-07-27","NASAL SWAB","Summer","Year 3","Cow",123
"C0719-V203NS01","Cow 07","Farm 19","Nov","2021-11-01","NASAL SWAB","Autumn","Year 3","Cow",146
"C0720-V103NS01","Cow 07","Farm 20","Jul","2021-07-29","NASAL SWAB","Summer","Year 3","Cow",92
"C0720-V203NS01","Cow 07","Farm 20","Oct","2021-10-20","NASAL SWAB","Autumn","Year 3","Cow",36
"C0725-V103NS01","Cow 07","Farm 25","Jul","2021-07-23","NASAL SWAB","Summer","Year 3","Cow",120
"C0725-V203NS01","Cow 07","Farm 25","Oct","2021-10-18","NASAL SWAB","Autumn","Year 3","Cow",97
"C0725-V303NS01","Cow 07","Farm 25","Jan","2022-01-14","NASAL SWAB","Winter","Year 3","Cow",91
"C0725-V403NS01","Cow 07","Farm 25","Apr","2022-04-15","NASAL SWAB","Spring","Year 4","Cow",153
"C0726-V103NS01","Cow 07","Farm 26","Jul","2021-07-26","NASAL SWAB","Summer","Year 3","Cow",73
"C0726-V203NS01","Cow 07","Farm 26","Oct","2021-10-15","NASAL SWAB","Autumn","Year 3","Cow",31
"C0726-V303NS01","Cow 07","Farm 26","Jan","2022-01-14","NASAL SWAB","Winter","Year 3","Cow",97
"C0726-V403NS01","Cow 07","Farm 26","Apr","2022-04-19","NASAL SWAB","Spring","Year 4","Cow",99
"C0734-V103NS01","Cow 07","Farm 34","Oct","2021-10-11","NASAL SWAB","Autumn","Year 3","Cow",49
"C0734-V203NS01","Cow 07","Farm 34","Jan","2022-01-10","NASAL SWAB","Winter","Year 3","Cow",19
"C0741-V103NS01","Cow 07","Farm 41","Jan","2022-01-24","NASAL SWAB","Winter","Year 3","Cow",99
"C0742-V103NS01","Cow 07","Farm 42","Jan","2022-01-24","NASAL SWAB","Winter","Year 3","Cow",89
"C0805-V103NS01","Cow 08","Farm 05","Feb","2021-02-14","NASAL SWAB","Winter","Year 2","Cow",15
"C0806-V403NS01","Cow 08","Farm 06","Jan","2022-01-12","NASAL SWAB","Winter","Year 3","Cow",56
"C0807-V103NS01","Cow 08","Farm 07","Apr","2021-04-27","NASAL SWAB","Spring","Year 3","Cow",132
"C0807-V203NS01","Cow 08","Farm 07","Jul","2021-07-20","NASAL SWAB","Summer","Year 3","Cow",114
"C0807-V303NS01","Cow 08","Farm 07","Oct","2021-10-12","NASAL SWAB","Autumn","Year 3","Cow",93
"C0807-V403NS01","Cow 08","Farm 07","Jan","2022-01-24","NASAL SWAB","Winter","Year 3","Cow",117
"C0810-V103NS01","Cow 08","Farm 10","May","2021-05-17","NASAL SWAB","Spring","Year 3","Cow",163
"C0810-V203NS01","Cow 08","Farm 10","Aug","2021-08-09","NASAL SWAB","Summer","Year 3","Cow",83
"C0810-V303NS01","Cow 08","Farm 10","Nov","2021-11-01","NASAL SWAB","Autumn","Year 3","Cow",189
"C0810-V403NS01","Cow 08","Farm 10","Jan","2022-01-29","NASAL SWAB","Winter","Year 3","Cow",59
"C0811-V103NS01","Cow 08","Farm 11","May","2021-05-26","NASAL SWAB","Spring","Year 3","Cow",80
"C0814-V303NS01","Cow 08","Farm 14","Nov","2021-11-12","NASAL SWAB","Autumn","Year 3","Cow",186
"C0819-V203NS01","Cow 08","Farm 19","Nov","2021-11-01","NASAL SWAB","Autumn","Year 3","Cow",143
"C0820-V103NS01","Cow 08","Farm 20","Jul","2021-07-29","NASAL SWAB","Summer","Year 3","Cow",71
"C0820-V203NS01","Cow 08","Farm 20","Oct","2021-10-20","NASAL SWAB","Autumn","Year 3","Cow",59
"C0820-V303NS01","Cow 08","Farm 20","Jan","2022-01-17","NASAL SWAB","Winter","Year 3","Cow",83
"C0820-V403NS01","Cow 08","Farm 20","Apr","2022-04-18","NASAL SWAB","Spring","Year 4","Cow",103
"C0823-V103NS01","Cow 08","Farm 23","Jul","2021-07-15","NASAL SWAB","Summer","Year 3","Cow",64
"C0842-V103NS01","Cow 08","Farm 42","Jan","2022-01-24","NASAL SWAB","Winter","Year 3","Cow",133
"C0842-V203NS01","Cow 08","Farm 42","Apr","2022-04-26","NASAL SWAB","Spring","Year 4","Cow",172
"C0902-V103NS01","Cow 09","Farm 02","Mar","2021-03-09","NASAL SWAB","Spring","Year 3","Cow",56
"C0902-V203NS01","Cow 09","Farm 02","May","2021-05-18","NASAL SWAB","Spring","Year 3","Cow",15
"C0902-V303NS01","Cow 09","Farm 02","Aug","2021-08-07","NASAL SWAB","Summer","Year 3","Cow",153
"C0905-V203NS01","Cow 09","Farm 05","Apr","2021-04-25","NASAL SWAB","Spring","Year 3","Cow",79
"C0907-V303NS01","Cow 09","Farm 07","Oct","2021-10-12","NASAL SWAB","Autumn","Year 3","Cow",107
"C0907-V403NS01","Cow 09","Farm 07","Jan","2022-01-24","NASAL SWAB","Winter","Year 3","Cow",143
"C0914-V303NS01","Cow 09","Farm 14","Nov","2021-11-12","NASAL SWAB","Autumn","Year 3","Cow",209
"C0919-V203NS01","Cow 09","Farm 19","Nov","2021-11-01","NASAL SWAB","Autumn","Year 3","Cow",90
"C0920-V103NS01","Cow 09","Farm 20","Jul","2021-07-29","NASAL SWAB","Summer","Year 3","Cow",63
"C0920-V203NS01","Cow 09","Farm 20","Oct","2021-10-20","NASAL SWAB","Autumn","Year 3","Cow",104
"C0928-V103NS01","Cow 09","Farm 28","Aug","2021-08-02","NASAL SWAB","Summer","Year 3","Cow",146
"C0928-V203NS01","Cow 09","Farm 28","Oct","2021-10-25","NASAL SWAB","Autumn","Year 3","Cow",42
"C0928-V303NS01","Cow 09","Farm 28","Jan","2022-01-24","NASAL SWAB","Winter","Year 3","Cow",115
"C0928-V403NS01","Cow 09","Farm 28","Apr","2022-04-25","NASAL SWAB","Spring","Year 4","Cow",89
"C0934-V103NS01","Cow 09","Farm 34","Oct","2021-10-11","NASAL SWAB","Autumn","Year 3","Cow",84
"C0934-V303NS01","Cow 09","Farm 34","Apr","2022-04-11","NASAL SWAB","Spring","Year 4","Cow",61
"C0935-V103NS01","Cow 09","Farm 35","Jan","2022-01-25","NASAL SWAB","Winter","Year 3","Cow",111
"C0935-V203NS01","Cow 09","Farm 35","Apr","2022-04-26","NASAL SWAB","Spring","Year 4","Cow",54
"C0942-V103NS01","Cow 09","Farm 42","Jan","2022-01-25","NASAL SWAB","Winter","Year 3","Cow",115
"C0942-V203NS01","Cow 09","Farm 42","Apr","2022-04-26","NASAL SWAB","Spring","Year 4","Cow",92
"C1002-V103NS01","Cow 10","Farm 02","Mar","2021-03-09","NASAL SWAB","Spring","Year 3","Cow",106
"C1002-V203NS01","Cow 10","Farm 02","May","2021-05-18","NASAL SWAB","Spring","Year 3","Cow",14
"C1002-V303NS01","Cow 10","Farm 02","Aug","2021-08-07","NASAL SWAB","Summer","Year 3","Cow",193
"C1014-V303NS01","Cow 10","Farm 14","Nov","2021-11-12","NASAL SWAB","Autumn","Year 3","Cow",180
"C1019-V303NS01","Cow 10","Farm 19","Feb","2022-02-01","NASAL SWAB","Winter","Year 3","Cow",96
"C1020-V203NS01","Cow 10","Farm 20","Oct","2021-10-20","NASAL SWAB","Autumn","Year 3","Cow",108
"C1020-V303NS01","Cow 10","Farm 20","Jan","2022-01-17","NASAL SWAB","Winter","Year 3","Cow",130
"C1020-V403NS01","Cow 10","Farm 20","Apr","2022-04-18","NASAL SWAB","Spring","Year 4","Cow",166
"C1034-V103NS01","Cow 10","Farm 34","Oct","2021-10-11","NASAL SWAB","Autumn","Year 3","Cow",70
"C1034-V203NS01","Cow 10","Farm 34","Jan","2022-01-10","NASAL SWAB","Winter","Year 3","Cow",44
"C1034-V303NS01","Cow 10","Farm 34","Apr","2022-04-11","NASAL SWAB","Spring","Year 4","Cow",77
"C1035-V103NS01","Cow 10","Farm 35","Jan","2022-01-25","NASAL SWAB","Winter","Year 3","Cow",60
"C1036-V103NS01","Cow 10","Farm 36","Oct","2021-10-25","NASAL SWAB","Autumn","Year 3","Cow",145
"C1036-V203NS01","Cow 10","Farm 36","Jan","2022-01-24","NASAL SWAB","Winter","Year 3","Cow",216
"C1036-V303NS01","Cow 10","Farm 36","Apr","2022-04-25","NASAL SWAB","Spring","Year 4","Cow",169
"C1102-V103NS01","Cow 11","Farm 02","Mar","2021-03-09","NASAL SWAB","Spring","Year 3","Cow",84
"C1102-V303NS01","Cow 11","Farm 02","Aug","2021-08-07","NASAL SWAB","Summer","Year 3","Cow",139
"C1105-V203NS01","Cow 11","Farm 05","Apr","2021-04-25","NASAL SWAB","Spring","Year 3","Cow",46
"C1105-V303NS01","Cow 11","Farm 05","Jul","2021-07-20","NASAL SWAB","Summer","Year 3","Cow",44
"C1119-V303NS01","Cow 11","Farm 19","Feb","2022-02-01","NASAL SWAB","Winter","Year 3","Cow",47
"C1119-V403NS01","Cow 11","Farm 19","May","2022-05-03","NASAL SWAB","Spring","Year 4","Cow",75
"C1120-V303NS01","Cow 11","Farm 20","Jan","2022-01-17","NASAL SWAB","Winter","Year 3","Cow",66
"C1128-V103NS01","Cow 11","Farm 28","Aug","2021-08-02","NASAL SWAB","Summer","Year 3","Cow",158
"C1135-V203NS01","Cow 11","Farm 35","Apr","2022-04-26","NASAL SWAB","Spring","Year 4","Cow",100
"C1202-V103NS01","Cow 12","Farm 02","Mar","2021-03-09","NASAL SWAB","Spring","Year 3","Cow",41
"C1202-V203NS01","Cow 12","Farm 02","May","2021-05-18","NASAL SWAB","Spring","Year 3","Cow",200
"C1202-V303NS01","Cow 12","Farm 02","Aug","2021-08-07","NASAL SWAB","Summer","Year 3","Cow",61
"C1219-V303NS01","Cow 12","Farm 19","Feb","2022-02-01","NASAL SWAB","Winter","Year 3","Cow",158
"C1220-V303NS01","Cow 12","Farm 20","Jan","2022-01-17","NASAL SWAB","Winter","Year 3","Cow",120
"C1220-V403NS01","Cow 12","Farm 20","Apr","2022-04-18","NASAL SWAB","Spring","Year 4","Cow",119
"C1228-V103NS01","Cow 12","Farm 28","Aug","2021-08-02","NASAL SWAB","Summer","Year 3","Cow",198
"C1228-V203NS01","Cow 12","Farm 28","Oct","2021-10-25","NASAL SWAB","Autumn","Year 3","Cow",189
"C1228-V303NS01","Cow 12","Farm 28","Jan","2022-01-24","NASAL SWAB","Winter","Year 3","Cow",132
"C1228-V403NS01","Cow 12","Farm 28","Apr","2022-04-25","NASAL SWAB","Spring","Year 4","Cow",129
"C1235-V203NS01","Cow 12","Farm 35","Apr","2022-04-26","NASAL SWAB","Spring","Year 4","Cow",55
"C1302-V403NS01","Cow 13","Farm 02","Oct","2021-10-30","NASAL SWAB","Autumn","Year 3","Cow",82
"C1305-V203NS01","Cow 13","Farm 05","Apr","2021-04-25","NASAL SWAB","Spring","Year 3","Cow",36
"C1305-V303NS01","Cow 13","Farm 05","Jul","2021-07-20","NASAL SWAB","Summer","Year 3","Cow",91
"C1305-V403NS01","Cow 13","Farm 05","Oct","2021-10-13","NASAL SWAB","Autumn","Year 3","Cow",66
"C1402-V403NS01","Cow 14","Farm 02","Oct","2021-10-30","NASAL SWAB","Autumn","Year 3","Cow",190
"C1405-V403NS01","Cow 14","Farm 05","Oct","2021-10-13","NASAL SWAB","Autumn","Year 3","Cow",29
"C1502-V403NS01","Cow 15","Farm 02","Oct","2021-10-30","NASAL SWAB","Autumn","Year 3","Cow",161
"C1505-V403NS01","Cow 15","Farm 05","Oct","2021-10-13","NASAL SWAB","Autumn","Year 3","Cow",62
"C1602-V403NS01","Cow 16","Farm 02","Oct","2021-10-30","NASAL SWAB","Autumn","Year 3","Cow",161
"D0101-V103NS01","Control 01","Farm 01","Aug","2021-08-11","NASAL SWAB","Summer","Year 3","Non-Farmer",14
"D0101-V203NS01","Control 01","Farm 01","Oct","2021-10-19","NASAL SWAB","Autumn","Year 3","Non-Farmer",26
"D0101-V303NS01","Control 01","Farm 01","Feb","2022-02-09","NASAL SWAB","Winter","Year 3","Non-Farmer",14
"D0102-V103NS01","Control 01","Farm 02","May","2021-05-18","NASAL SWAB","Spring","Year 3","Non-Farmer",9
"D0102-V203NS01","Control 01","Farm 02","Aug","2021-08-10","NASAL SWAB","Summer","Year 3","Non-Farmer",19
"D0102-V303NS01","Control 01","Farm 02","Nov","2021-11-02","NASAL SWAB","Autumn","Year 3","Non-Farmer",28
"D0102-V403NS01","Control 01","Farm 02","Jan","2022-01-31","NASAL SWAB","Winter","Year 3","Non-Farmer",8
"D0104-V103NS01","Control 01","Farm 04","May","2021-05-08","NASAL SWAB","Spring","Year 3","Non-Farmer",16
"D0104-V203NS01","Control 01","Farm 04","Aug","2021-08-13","NASAL SWAB","Summer","Year 3","Non-Farmer",13
"D0104-V303NS01","Control 01","Farm 04","Nov","2021-11-03","NASAL SWAB","Autumn","Year 3","Non-Farmer",45
"D0104-V403NS01","Control 01","Farm 04","Feb","2022-02-09","NASAL SWAB","Winter","Year 3","Non-Farmer",33
"D0106-V103NS01","Control 01","Farm 06","Jul","2021-07-25","NASAL SWAB","Summer","Year 3","Non-Farmer",7
"D0106-V203NS01","Control 01","Farm 06","Oct","2021-10-12","NASAL SWAB","Autumn","Year 3","Non-Farmer",6
"D0106-V303NS01","Control 01","Farm 06","Jan","2022-01-12","NASAL SWAB","Winter","Year 3","Non-Farmer",5
"D0106-V403NS01","Control 01","Farm 06","Apr","2022-04-25","NASAL SWAB","Spring","Year 4","Non-Farmer",4
"D0107-V103NS01","Control 01","Farm 07","Oct","2021-10-13","NASAL SWAB","Autumn","Year 3","Non-Farmer",11
"D0107-V203NS01","Control 01","Farm 07","Jan","2022-01-19","NASAL SWAB","Winter","Year 3","Non-Farmer",22
"D0107-V303NS01","Control 01","Farm 07","Apr","2022-04-18","NASAL SWAB","Spring","Year 4","Non-Farmer",24
"D0108-V103NS01","Control 01","Farm 08","Nov","2021-11-01","NASAL SWAB","Autumn","Year 3","Non-Farmer",9
"D0108-V203NS01","Control 01","Farm 08","Feb","2022-02-07","NASAL SWAB","Winter","Year 3","Non-Farmer",17
"D0109-V103NS01","Control 01","Farm 09","May","2021-05-20","NASAL SWAB","Spring","Year 3","Non-Farmer",14
"D0109-V203NS01","Control 01","Farm 09","Aug","2021-08-11","NASAL SWAB","Summer","Year 3","Non-Farmer",31
"D0109-V303NS01","Control 01","Farm 09","Nov","2021-11-10","NASAL SWAB","Autumn","Year 3","Non-Farmer",41
"D0109-V403NS01","Control 01","Farm 09","Feb","2022-02-08","NASAL SWAB","Winter","Year 3","Non-Farmer",15
"D0110-V103NS01","Control 01","Farm 10","May","2021-05-20","NASAL SWAB","Spring","Year 3","Non-Farmer",12
"D0110-V203NS01","Control 01","Farm 10","Aug","2021-08-11","NASAL SWAB","Summer","Year 3","Non-Farmer",8
"D0110-V303NS01","Control 01","Farm 10","Oct","2021-10-28","NASAL SWAB","Autumn","Year 3","Non-Farmer",15
"D0110-V403NS01","Control 01","Farm 10","Feb","2022-02-02","NASAL SWAB","Winter","Year 3","Non-Farmer",14
"D0111-V103NS01","Control 01","Farm 11","Aug","2021-08-04","NASAL SWAB","Summer","Year 3","Non-Farmer",10
"D0111-V203NS01","Control 01","Farm 11","Oct","2021-10-28","NASAL SWAB","Autumn","Year 3","Non-Farmer",22
"D0111-V303NS01","Control 01","Farm 11","Jan","2022-01-31","NASAL SWAB","Winter","Year 3","Non-Farmer",8
"D0111-V403NS01","Control 01","Farm 11","Apr","2022-04-29","NASAL SWAB","Spring","Year 4","Non-Farmer",11
"D0112-V103NS01","Control 01","Farm 12","Aug","2021-08-16","NASAL SWAB","Summer","Year 3","Non-Farmer",8
"D0112-V203NS01","Control 01","Farm 12","Nov","2021-11-16","NASAL SWAB","Autumn","Year 3","Non-Farmer",30
"D0114-V103NS01","Control 01","Farm 14","Jul","2021-07-28","NASAL SWAB","Summer","Year 3","Non-Farmer",5
"D0114-V203NS01","Control 01","Farm 14","Oct","2021-10-25","NASAL SWAB","Autumn","Year 3","Non-Farmer",10
"D0114-V303NS01","Control 01","Farm 14","Jan","2022-01-28","NASAL SWAB","Winter","Year 3","Non-Farmer",5
"D0114-V403NS01","Control 01","Farm 14","Apr","2022-04-19","NASAL SWAB","Spring","Year 4","Non-Farmer",17
"D0115-V103NS01","Control 01","Farm 15","Jul","2021-07-29","NASAL SWAB","Summer","Year 3","Non-Farmer",12
"D0115-V203NS01","Control 01","Farm 15","Dec","2021-12-03","NASAL SWAB","Winter","Year 3","Non-Farmer",46
"D0115-V303NS01","Control 01","Farm 15","Feb","2022-02-17","NASAL SWAB","Winter","Year 3","Non-Farmer",29
"D0115-V403NS01","Control 01","Farm 15","Apr","2022-04-29","NASAL SWAB","Spring","Year 4","Non-Farmer",4
"D0116-V103NS01","Control 01","Farm 16","Aug","2021-08-13","NASAL SWAB","Summer","Year 3","Non-Farmer",20
"D0116-V203NS01","Control 01","Farm 16","Oct","2021-10-27","NASAL SWAB","Autumn","Year 3","Non-Farmer",18
"D0116-V303NS01","Control 01","Farm 16","Feb","2022-02-10","NASAL SWAB","Winter","Year 3","Non-Farmer",19
"D0117-V103NS01","Control 01","Farm 17","Aug","2021-08-25","NASAL SWAB","Summer","Year 3","Non-Farmer",14
"D0117-V203NS01","Control 01","Farm 17","Dec","2021-12-15","NASAL SWAB","Winter","Year 3","Non-Farmer",16
"D0117-V303NS01","Control 01","Farm 17","Mar","2022-03-29","NASAL SWAB","Spring","Year 4","Non-Farmer",21
"D0119-V103NS01","Control 01","Farm 19","Aug","2021-08-04","NASAL SWAB","Summer","Year 3","Non-Farmer",9
"D0119-V203NS01","Control 01","Farm 19","Nov","2021-11-01","NASAL SWAB","Autumn","Year 3","Non-Farmer",12
"D0119-V303NS01","Control 01","Farm 19","Feb","2022-02-02","NASAL SWAB","Winter","Year 3","Non-Farmer",7
"D0119-V403NS01","Control 01","Farm 19","Apr","2022-04-28","NASAL SWAB","Spring","Year 4","Non-Farmer",10
"D0120-V103NS01","Control 01","Farm 20","Jul","2021-07-27","NASAL SWAB","Summer","Year 3","Non-Farmer",22
"D0120-V203NS01","Control 01","Farm 20","Oct","2021-10-19","NASAL SWAB","Autumn","Year 3","Non-Farmer",29
"D0120-V303NS01","Control 01","Farm 20","Feb","2022-02-04","NASAL SWAB","Winter","Year 3","Non-Farmer",26
"D0120-V403NS01","Control 01","Farm 20","Apr","2022-04-28","NASAL SWAB","Spring","Year 4","Non-Farmer",11
"D0121-V103NS01","Control 01","Farm 21","Jul","2021-07-26","NASAL SWAB","Summer","Year 3","Non-Farmer",6
"D0121-V203NS01","Control 01","Farm 21","Oct","2021-10-18","NASAL SWAB","Autumn","Year 3","Non-Farmer",8
"D0121-V303NS01","Control 01","Farm 21","Jan","2022-01-18","NASAL SWAB","Winter","Year 3","Non-Farmer",6
"D0121-V403NS01","Control 01","Farm 21","Apr","2022-04-19","NASAL SWAB","Spring","Year 4","Non-Farmer",5
"D0123-V103NS01","Control 01","Farm 23","Jul","2021-07-14","NASAL SWAB","Summer","Year 3","Non-Farmer",40
"D0123-V203NS01","Control 01","Farm 23","Oct","2021-10-11","NASAL SWAB","Autumn","Year 3","Non-Farmer",50
"D0123-V303NS01","Control 01","Farm 23","Jan","2022-01-10","NASAL SWAB","Winter","Year 3","Non-Farmer",34
"D0123-V403NS01","Control 01","Farm 23","Apr","2022-04-05","NASAL SWAB","Spring","Year 4","Non-Farmer",16
"D0124-V103NS01","Control 01","Farm 24","Jul","2021-07-24","NASAL SWAB","Summer","Year 3","Non-Farmer",21
"D0124-V203NS01","Control 01","Farm 24","Oct","2021-10-17","NASAL SWAB","Autumn","Year 3","Non-Farmer",12
"D0124-V303NS01","Control 01","Farm 24","Jan","2022-01-09","NASAL SWAB","Winter","Year 3","Non-Farmer",11
"D0124-V403NS01","Control 01","Farm 24","Apr","2022-04-11","NASAL SWAB","Spring","Year 4","Non-Farmer",22
"D0125-V103NS01","Control 01","Farm 25","Oct","2021-10-19","NASAL SWAB","Autumn","Year 3","Non-Farmer",7
"D0125-V203NS01","Control 01","Farm 25","Jan","2022-01-19","NASAL SWAB","Winter","Year 3","Non-Farmer",6
"D0125-V303NS01","Control 01","Farm 25","Apr","2022-04-16","NASAL SWAB","Spring","Year 4","Non-Farmer",3
